,sentiment,content
7149,1,skinnylaminx saw whole lot stuff africa joy casterbridge farm white river mpumalanga wa quite thrilled see ur stuff
7150,0,god piss always enter comp amp never win i sore loser
7151,1,maydbs looking like june nice right
7152,0,wishing could go boulderdiaries soco go climb instead stuck work weekend
7153,0,fuck can t feel like cry bit realy want bothering sooooooo much
7154,0,omarjdavis lolol i trying morning sadly couldnt
7155,1,hotpants two month something kinf prom really excited contact her
7156,1,currently enjoying work bank holiday frasier jeremy kyle far enjoy extra day tweeter
7157,1,good morning everyone great monday thanks following
7158,0,suzi meow yeah u better
7159,0,cant believe venus lost real shame smh think im getting sick crap week doesnt look like wknd gona better
7160,1,dhughesy host next logies laughed bit really
7161,0,pistol bee busy talk buddy yahoo
7162,1,making german apple slice nom nom nom
7163,0,lunafactor kinda wish went now can t fall asleep
7164,0,got people let skip sci pratical becos skola impt dont waste parent money nt fair
7165,0,sad day love maï¿½ year ago
7166,1,cocodemerusa joined facebook
7167,0,locked house shit thank god there s internet
7168,1,coool weekend wasnï¿½t great eeeh whattttever friday better expected be i http tumblr com xiqwu
7169,0,feel bad kid sick
7170,1,mariaandros gun rose baby yay hopin would blip fm
7171,1,stephenfry hong kong great crazy quot english name quot friend work quot miss chewbacca leung quot
7172,0,really miss photofiltre photoscape gimp damn confusing
7173,1,http twitpic com uq hotttt weather getting blackk start rain
7174,0,itxi itx credit unfortunately
7175,0,ok home made pizza tonight horror run anchovy
7176,1,watching twilight lt watching audio commentary sooo funny
7177,0,george sad can t go car ride dad http apps facebook com dogbook profile view
7178,1,thx tip figure one out
7179,1,good morning gym go
7180,0,the wockeez donniewahlberg wanna miss show you guy kick it sad say my plane shop
7181,1,can t wait home again let sun shine warm frozen bone please
7182,0,working allll day long
7183,0,iamdiddy think sale ciroc stay damn thats luck
7184,0,checked bank acct mornin got lil sad then decided would imagine end make smile whateverworks
7185,1,dhanraj good luck final
7186,1,met sarah kelly wow amazing woman god gave free t shirt gotta love free merch
7187,0,miss k renee saturday cool friend job different position let know town again miss u
7188,1,khali blache night doze well
7189,1,woke up hopefully going see xmen film today
7190,0,melissa paige amen clearly know you able say that wonderful get too though suck
7191,0,comin back mall didnt get anything cause money stuff tuesday pay day ilu joshy
7192,0,grandparent cat may die love cat swear go
7193,1,barbsaka love finding regional group twitterer glad could connect new people
7194,1,england summer holiday year yay
7195,0,petercoffin maybe pas lay making swineflu illegal law abiding citizen get
7196,1,gave homeless lady named ruby ice cream sandwich cigarette gd deed day p
7197,1,sallylfc best sunday
7198,1,http twitpic com jdtx springtime nice
7199,1,need cheer up
7200,0,zhighlife people r weird
7201,0,josie s surgery officially unable procreate way it poor medicated baby
7202,0,whopee tgif fun job
7203,0,mom woke u p mad dreaming shoe whants go river stupid
7204,0,got home wanting read last chaper breaking dawn cause dont want
7205,0,superstarnikki one day
7206,1,ok hit point relaxation heading bed sleep well happy mother s day mom there night
7207,1,quot leave piece quot wrecker hmm
7208,1,babi pangang friend tomorrow working time
7209,1,early lunch getting dressed amy s confirmation
7210,1,lovejones haha lol one effing cool you got wu tang p e t shirt gorgeous represent time
7211,1,littlefletcher saw play here amazing
7212,1,washed clothing type xd woooo
7213,1,capemaybooks alright want overdue now lol funny nite nite
7214,1,eating chocolate ready break
7215,0,braid free miss thee blond come
7216,1,spending qt hubby
7217,0,grovesyrmi sorry
7218,1,hairrocks happy birthday
7219,1,love jonas brother trending topic maybe taylor turn next
7220,1,spending girly day wif four big sister shopping pedicure dyeing eachother s hair ohh yeah
7221,1,roast yummy think mum impressed
7222,1,jefftracey forward starting teaching new student hypnosis plenty laugh sure
7223,1,live pv migrates vmware vsp exam magento config quiet weekend party central
7224,0,called blown yet again
7225,0,pain earlier gym session necessary evil much beer past year
7226,0,trellthms r u tonight bro i wanna go
7227,1,jerricklim lol yes took awhile get accustomed it back apple v a x c btw apple amp still home end
7228,0,want goto lonovala frenz wedding bt no transport arrngmnts wrkg
7229,1,colbertobsessed lucky mom paid everything me take shopping
7230,1,going jack s dinner bff
7231,1,tferthomas thank you
7232,0,im home on friday night good
7233,1,mshollywooddiva hahahaha watching too miss ocean
7234,1,oo studied today outside ben jerry s wearing sundress hopefully get awkward tan line haha
7235,0,possibly going tonight anything lancaster miss baltimore
7236,1,see evil starring wwe wrestler kane watch
7237,0,thenetimp yeah gonna long me
7238,1,oh god cheesy disco music started everyone getting table need wine
7239,1,capone island day summer starting
7240,1,blokeslib absolutely quot his view quot section site know busy welcome guest post
7241,0,asiarain expensive worker welfare shit
7242,1,discovered great site
7243,1,last montday s award ceremony http twitpic com jkvl
7244,1,gkwo did didnt really watch haha
7245,1,good day selling feria urbana lady love laser cut felt
7246,1,cause effect me currently loving hey monday thanks lot alexrellosa
7247,1,it claire lol buy u big star war pant xmas
7248,1,quot we oh yea yea yea eating tonite woo eating tonight eating tonite diet quot finding nemo
7249,0,farewelling employee tonight
7250,0,cheetham ala can t broadcast lunch bandwidth room
7251,0,excited visited twin best friend dinner star gazing movie cool http gykd net
7252,1,chilled room baby book missed bro leavin really cool stripper shirt said suppoort single mom funny
7253,0,djcrmix raining every single afternoon s florida fair hehe
7254,0,wish school but sadly still like another month left
7255,1,know mom gave clean macbook white now tinted grayish blue black desk
7256,1,proudkiwi thanks message worked see reply
7257,0,went athletics carnival today tired tired hurt back jumped second time high jump
7258,1,maybe could drill hole me lol oh snap sorry resist
7259,1,happy mother s day wonderful mother world included
7260,0,oh gosh hollyoaks sad tonite
7261,1,phil download iemoticons appstore ï¿½ cool
7262,0,laurenbakarian miss
7263,0,ticked cause can t go see quot drag hell quot melissa amber staying home friday night thing
7264,0,theyre sappin mah sentry errr yea without power home right
7265,0,found swing set sale block home super cheap want kid one answering phone listed
7266,1,woop bought elliot minor album itunes finally working me
7267,1,mom came home finally got guitar strap yay
7268,0,indysawhney seems like u r pushing wcm site really cant beleive pro havent heard joomla drupal
7269,1,corrina bitch miss you
7270,1,tizzik thank you hope you
7271,0,boy kill boy would really great except im allowed talk boy phone long story my fault
7272,0,watched ten pound last night brilliant movie i couldnt stop weeping
7273,1,flisstee oh fabulous ta coffee too obviously although cup large enough embrace deficiency
7274,1,ralfrottmann thank s see i m back smiling
7275,1,madberry testfest weer een groot succes
7276,1,morning everyone hope great sunday
7277,0,alo sad quiet empty tonight
7278,1,knatchwa buenos dia sweet thank
7279,0,think may cry sold civic longer mine
7280,1,sweetnote smooch well great day
7281,1,thanks prop
7282,1,radio active never get old never th time listened cd it repeat today still love it d
7283,0,really need put laptop amp start getting ready melancholyjeans shindig but missed twitterloves day
7284,1,happy star war day everyone may th
7285,0,working graduation shame
7286,0,frank ups last day today sad see go best delivery guy ever hope new guy fucktard
7287,0,matrix online shuts next month wow i feel kinda sad
7288,1,thanks synn
7289,0,dsml dont depress mother in law staying weekend someone else wait kid
7290,0,miss nicc today
7291,1,shopping beckyyy going starbucks minute
7292,1,got rite ear peirced brother got first peircing left ear also got new septum bar one black c bar ball
7293,0,chuybe left first left bed look
7294,1,f amp star trek what great sunday
7295,0,catching last bit later jools last series sob cry
7296,1,time life
7297,1,acousticalt listening
7298,0,ecorazzi grrr people suck cry animal die nature show people sick hunting endangered specie
7299,1,sleeeep good day nice night comfy bed
7300,0,rather beatweetup instead taking cue vromans shutting down wirechairs annacarollo reprezent zent
7301,1,butler watching dr farmer rock w hispanic jimmy hendrix drinking cosmos
7302,1,bean toast breakie gotta clean room study final cisco exam watch lost can t wait
7303,0,got home work tired
7304,0,im soo bored im deffo missing music channel
7305,0,ksegiii cousin moved like year ago miss much looking facebook im sad
7306,0,feelin depressed miss soo damn fcking much besties i wish wouldnt left yt
7307,1,wishing everyone blessed amp beautiful mother s day
7308,1,sabrina thought simple one found hilarious
7309,0,porter making sad panda
7310,1,morning twitts heading home great sleep w bf tennille
7311,1,another week begin one got better last
7312,0,still pool key wth even hot today
7313,1,dalekwidow hearing lot good thing new trek movie see dad quot a fellow treky quot would like see
7314,1,timmytenga awesome looking sourcing well
7315,1,quot dream better world coming quot someone could live word dude
7316,0,ugh hard upload picture twitter
7317,0,meowmeowhotmix chick wont shut stop chirping sit bloody thing
7318,0,yagulmez yea got outta one too i want back tho feel way i m cool dude lil
7319,1,watching best movie ever neverending story wish babbby me though
7320,0,selenagomez bye selena bad didnt get talk u u
7321,1,glad good job
7322,0,sophieveronica ha ha abbreviate bulky
7323,0,jamie poor baby need aloe nope sorry hint
7324,0,davecandoit dude honest god happens time minus trail mix
7325,0,jhonenv need horror lovecraftian actually enough weird horror movie
7326,1,steffaniyu haha see go wear blue heey ur watching jonas hahaha watched ep yet hope show soon p
7327,1,victorglenn saw pic awesome
7328,0,tummy ache probably helped eating that many tic tacs
7329,0,traveling l a see grandpa hospital another road block family cross
7330,1,got vast show amp kicked as mindblowing live cd sang fave song im n awe
